,policy_id,is_claim
156,ID00157,0
157,ID00158,0
158,ID00159,0
159,ID00160,0
160,ID00161,0
161,ID00162,0
162,ID00163,0
163,ID00164,0
164,ID00165,0
165,ID00166,0
166,ID00167,0
167,ID00168,0
168,ID00169,0
169,ID00170,0
170,ID00171,0
171,ID00172,0
172,ID00173,0
173,ID00174,0
174,ID00175,0
175,ID00176,0
176,ID00177,0
177,ID00178,0
178,ID00179,0
179,ID00180,0
180,ID00181,0
181,ID00182,0
182,ID00183,0
183,ID00184,0
184,ID00185,0
185,ID00186,1
186,ID00187,0
187,ID00188,0
188,ID00189,0
189,ID00190,0
190,ID00191,0
191,ID00192,0
192,ID00193,1
193,ID00194,0
194,ID00195,0
195,ID00196,0
196,ID00197,1
197,ID00198,0
198,ID00199,0
199,ID00200,0
200,ID00201,0
201,ID00202,0
202,ID00203,0
203,ID00204,0
204,ID00205,0
205,ID00206,0
206,ID00207,0
207,ID00208,0
208,ID00209,0
209,ID00210,0
210,ID00211,0
211,ID00212,0
212,ID00213,0
213,ID00214,0
214,ID00215,0
215,ID00216,0
216,ID00217,0
217,ID00218,0
218,ID00219,0
219,ID00220,0
220,ID00221,0
221,ID00222,0
222,ID00223,0
223,ID00224,0
224,ID00225,0
225,ID00226,0
226,ID00227,0
227,ID00228,0
228,ID00229,0
229,ID00230,0
230,ID00231,0
231,ID00232,0
232,ID00233,0
233,ID00234,0
234,ID00235,0
235,ID00236,0
236,ID00237,0
237,ID00238,0
238,ID00239,0
239,ID00240,0
240,ID00241,0
241,ID00242,0
242,ID00243,0
243,ID00244,0
244,ID00245,0
245,ID00246,0
246,ID00247,0
247,ID00248,0
248,ID00249,0
249,ID00250,0
250,ID00251,0
251,ID00252,0
252,ID00253,0
253,ID00254,0
254,ID00255,0
255,ID00256,0
256,ID00257,0
257,ID00258,0
258,ID00259,0
259,ID00260,0
260,ID00261,0
261,ID00262,0
262,ID00263,0
263,ID00264,0
264,ID00265,0
265,ID00266,0
266,ID00267,0
267,ID00268,0
268,ID00269,0
269,ID00270,0
270,ID00271,0
271,ID00272,0
272,ID00273,0
273,ID00274,0
274,ID00275,0
275,ID00276,0
276,ID00277,0
277,ID00278,0
278,ID00279,0
279,ID00280,0
280,ID00281,0
281,ID00282,0
282,ID00283,0
283,ID00284,0
284,ID00285,0
285,ID00286,0
286,ID00287,0
287,ID00288,0
288,ID00289,1
289,ID00290,0
290,ID00291,0
291,ID00292,0
292,ID00293,0
293,ID00294,0
294,ID00295,0
295,ID00296,0
296,ID00297,1
297,ID00298,0
298,ID00299,0
299,ID00300,0
300,ID00301,0
301,ID00302,0
302,ID00303,0
303,ID00304,0
304,ID00305,0
305,ID00306,0
306,ID00307,0
307,ID00308,0
308,ID00309,0
309,ID00310,0
310,ID00311,0
311,ID00312,0
312,ID00313,0
313,ID00314,0
314,ID00315,0
315,ID00316,0
316,ID00317,0
317,ID00318,0
318,ID00319,0
319,ID00320,0
320,ID00321,0
321,ID00322,0
322,ID00323,0
323,ID00324,0
324,ID00325,0
325,ID00326,0
326,ID00327,0
327,ID00328,0
328,ID00329,0
329,ID00330,0
330,ID00331,0
331,ID00332,0
332,ID00333,0
333,ID00334,0
334,ID00335,1
335,ID00336,0
336,ID00337,0
337,ID00338,0
338,ID00339,0
339,ID00340,0
340,ID00341,0
341,ID00342,0
342,ID00343,0
343,ID00344,0
344,ID00345,0
345,ID00346,0
346,ID00347,0
347,ID00348,0
348,ID00349,0
349,ID00350,0
350,ID00351,0
351,ID00352,0
352,ID00353,0
353,ID00354,0
354,ID00355,0
355,ID00356,0
356,ID00357,0
357,ID00358,0
358,ID00359,0
359,ID00360,0
360,ID00361,0
361,ID00362,0
362,ID00363,0
363,ID00364,0
364,ID00365,0
365,ID00366,0
366,ID00367,0
367,ID00368,0
368,ID00369,0
369,ID00370,0
370,ID00371,1
371,ID00372,0
372,ID00373,0
373,ID00374,0
374,ID00375,0
375,ID00376,0
376,ID00377,0
377,ID00378,0
378,ID00379,1
379,ID00380,1
380,ID00381,0
381,ID00382,0
382,ID00383,0
383,ID00384,0
384,ID00385,0
385,ID00386,0
386,ID00387,0
387,ID00388,0
388,ID00389,0
389,ID00390,0
390,ID00391,1
391,ID00392,0
392,ID00393,0
393,ID00394,0
394,ID00395,0
395,ID00396,0
396,ID00397,0
397,ID00398,0
398,ID00399,0
399,ID00400,0
400,ID00401,0
401,ID00402,0
402,ID00403,0
403,ID00404,1
404,ID00405,0
405,ID00406,0
406,ID00407,0
407,ID00408,0
408,ID00409,0
409,ID00410,0
410,ID00411,0
411,ID00412,0
412,ID00413,0
413,ID00414,0
414,ID00415,0
415,ID00416,1
416,ID00417,0
417,ID00418,0
418,ID00419,0
419,ID00420,0
420,ID00421,0
421,ID00422,0
422,ID00423,0
423,ID00424,0
424,ID00425,0
425,ID00426,0
426,ID00427,0
427,ID00428,0
428,ID00429,0
429,ID00430,0
430,ID00431,0
431,ID00432,1
432,ID00433,0
433,ID00434,0
434,ID00435,0
435,ID00436,0
436,ID00437,0
437,ID00438,0
438,ID00439,0
439,ID00440,0
440,ID00441,0
441,ID00442,0
442,ID00443,0
443,ID00444,0
444,ID00445,0
445,ID00446,0
446,ID00447,1
447,ID00448,0
448,ID00449,0
449,ID00450,0
450,ID00451,0
451,ID00452,0
452,ID00453,0
453,ID00454,0
454,ID00455,0
455,ID00456,0
456,ID00457,0
457,ID00458,0
458,ID00459,0
459,ID00460,0
460,ID00461,0
461,ID00462,0
462,ID00463,1
463,ID00464,0
464,ID00465,0
465,ID00466,0
466,ID00467,0
467,ID00468,0
468,ID00469,0
469,ID00470,0
470,ID00471,0
471,ID00472,0
472,ID00473,0
473,ID00474,0
474,ID00475,0
475,ID00476,0
476,ID00477,0
477,ID00478,0
478,ID00479,0
479,ID00480,0
480,ID00481,1
481,ID00482,0
482,ID00483,1
483,ID00484,0
484,ID00485,0
485,ID00486,0
486,ID00487,1
487,ID00488,0
488,ID00489,0
489,ID00490,0
490,ID00491,0
491,ID00492,0
492,ID00493,0
493,ID00494,0
494,ID00495,0
495,ID00496,0
496,ID00497,0
497,ID00498,0
498,ID00499,0
499,ID00500,0
500,ID00501,0
501,ID00502,0
502,ID00503,0
503,ID00504,0
504,ID00505,0
505,ID00506,0
506,ID00507,0
507,ID00508,0
508,ID00509,0
509,ID00510,0
510,ID00511,0
511,ID00512,0
512,ID00513,1
513,ID00514,0
514,ID00515,0
515,ID00516,0
516,ID00517,0
517,ID00518,0
518,ID00519,1
519,ID00520,0
520,ID00521,0
521,ID00522,0
522,ID00523,0
523,ID00524,0
524,ID00525,0
525,ID00526,0
526,ID00527,0
527,ID00528,0
528,ID00529,0
529,ID00530,0
530,ID00531,0
531,ID00532,0
532,ID00533,0
533,ID00534,0
534,ID00535,1
535,ID00536,0
536,ID00537,1
537,ID00538,0
538,ID00539,0
539,ID00540,0
540,ID00541,0
541,ID00542,0
542,ID00543,0
543,ID00544,0
544,ID00545,0
545,ID00546,0
546,ID00547,0
547,ID00548,0
548,ID00549,0
549,ID00550,0
550,ID00551,0
551,ID00552,0
552,ID00553,0
553,ID00554,0
554,ID00555,0
555,ID00556,0
556,ID00557,0
557,ID00558,0
558,ID00559,0
559,ID00560,0
560,ID00561,0
561,ID00562,0
562,ID00563,0
563,ID00564,0
564,ID00565,0
565,ID00566,0
566,ID00567,0
567,ID00568,0
568,ID00569,0
569,ID00570,0
570,ID00571,0
571,ID00572,0
572,ID00573,1
573,ID00574,0
574,ID00575,0
575,ID00576,0
576,ID00577,0
577,ID00578,0
578,ID00579,0
579,ID00580,0
580,ID00581,0
581,ID00582,0
582,ID00583,0
583,ID00584,0
584,ID00585,0
585,ID00586,0
586,ID00587,0
587,ID00588,0
588,ID00589,0
589,ID00590,0
590,ID00591,0
591,ID00592,0
592,ID00593,0
593,ID00594,0
594,ID00595,0
595,ID00596,0
596,ID00597,0
597,ID00598,0
598,ID00599,0
599,ID00600,0
600,ID00601,0
601,ID00602,0
602,ID00603,0
603,ID00604,0
604,ID00605,0
605,ID00606,0
606,ID00607,0
607,ID00608,0
608,ID00609,0
609,ID00610,1
610,ID00611,0
611,ID00612,0
612,ID00613,1
613,ID00614,0
614,ID00615,0
615,ID00616,0
616,ID00617,1
617,ID00618,0
618,ID00619,0
619,ID00620,0
620,ID00621,0
621,ID00622,0
622,ID00623,0
623,ID00624,0
624,ID00625,0
625,ID00626,0
626,ID00627,0
627,ID00628,0
628,ID00629,0
629,ID00630,0
630,ID00631,0
631,ID00632,0
632,ID00633,0
633,ID00634,0
634,ID00635,0
635,ID00636,0
636,ID00637,1
637,ID00638,0
638,ID00639,0
639,ID00640,0
640,ID00641,0
641,ID00642,0
642,ID00643,0
643,ID00644,0
644,ID00645,0
645,ID00646,1
646,ID00647,0
647,ID00648,0
648,ID00649,0
649,ID00650,0
650,ID00651,0
651,ID00652,0
652,ID00653,0
653,ID00654,0
654,ID00655,0
655,ID00656,0
656,ID00657,0
657,ID00658,1
658,ID00659,0
659,ID00660,0
660,ID00661,0
661,ID00662,0
662,ID00663,0
663,ID00664,0
664,ID00665,1
665,ID00666,1
666,ID00667,0
667,ID00668,0
668,ID00669,0
669,ID00670,0
670,ID00671,0
671,ID00672,0
672,ID00673,1
673,ID00674,0
674,ID00675,0
675,ID00676,0
676,ID00677,0
677,ID00678,0
678,ID00679,0
679,ID00680,0
680,ID00681,0
681,ID00682,0
682,ID00683,0
683,ID00684,1
684,ID00685,0
685,ID00686,0
686,ID00687,0
687,ID00688,0
688,ID00689,1
689,ID00690,0
690,ID00691,0
691,ID00692,0
692,ID00693,0
693,ID00694,0
694,ID00695,0
695,ID00696,0
696,ID00697,0
697,ID00698,0
698,ID00699,0
699,ID00700,0
700,ID00701,0
701,ID00702,0
702,ID00703,0
703,ID00704,0
704,ID00705,0
705,ID00706,0
706,ID00707,0
707,ID00708,0
708,ID00709,0
709,ID00710,0
710,ID00711,0
711,ID00712,0
712,ID00713,0
713,ID00714,0
714,ID00715,0
715,ID00716,0
716,ID00717,0
717,ID00718,1
718,ID00719,0
719,ID00720,0
720,ID00721,0
721,ID00722,0
722,ID00723,0
723,ID00724,0
724,ID00725,0
725,ID00726,0
726,ID00727,1
727,ID00728,0
728,ID00729,0
729,ID00730,0
730,ID00731,0
731,ID00732,0
732,ID00733,1
733,ID00734,0
734,ID00735,0
735,ID00736,0
736,ID00737,0
737,ID00738,0
738,ID00739,0
739,ID00740,0
740,ID00741,0
741,ID00742,0
742,ID00743,0
743,ID00744,0
744,ID00745,0
745,ID00746,0
746,ID00747,1
747,ID00748,0
748,ID00749,1
749,ID00750,0
750,ID00751,0
751,ID00752,0
752,ID00753,0
753,ID00754,0
754,ID00755,1
755,ID00756,0
756,ID00757,0
757,ID00758,0
758,ID00759,0
759,ID00760,1
760,ID00761,0
761,ID00762,0
762,ID00763,0
763,ID00764,0
764,ID00765,0
765,ID00766,0
766,ID00767,0
767,ID00768,0
768,ID00769,0
769,ID00770,0
770,ID00771,0
771,ID00772,0
772,ID00773,0
773,ID00774,0
774,ID00775,0
775,ID00776,0
776,ID00777,0
777,ID00778,0
778,ID00779,0
779,ID00780,0
780,ID00781,0
781,ID00782,0
782,ID00783,0
783,ID00784,0
784,ID00785,0
785,ID00786,0
786,ID00787,0
787,ID00788,0
788,ID00789,0
789,ID00790,0
790,ID00791,0
791,ID00792,0
792,ID00793,0
793,ID00794,0
794,ID00795,0
795,ID00796,0
796,ID00797,0
797,ID00798,1
798,ID00799,1
799,ID00800,1
800,ID00801,0
801,ID00802,0
802,ID00803,0
803,ID00804,0
804,ID00805,0
805,ID00806,0
806,ID00807,1
807,ID00808,0
808,ID00809,0
809,ID00810,0
810,ID00811,0
811,ID00812,0
812,ID00813,0
813,ID00814,0
814,ID00815,0
815,ID00816,0
816,ID00817,1
817,ID00818,0
818,ID00819,0
819,ID00820,0
820,ID00821,0
821,ID00822,0
822,ID00823,0
823,ID00824,0
824,ID00825,0
825,ID00826,0
826,ID00827,0
827,ID00828,0
828,ID00829,0
829,ID00830,0
830,ID00831,1
831,ID00832,0
832,ID00833,0
833,ID00834,0
834,ID00835,0
835,ID00836,0
836,ID00837,0
837,ID00838,0
838,ID00839,0
839,ID00840,0
840,ID00841,0
841,ID00842,0
842,ID00843,0
843,ID00844,0
844,ID00845,0
845,ID00846,0
846,ID00847,0
847,ID00848,0
848,ID00849,0
849,ID00850,0
850,ID00851,0
851,ID00852,0
852,ID00853,0
853,ID00854,0
854,ID00855,0
855,ID00856,0
856,ID00857,0
857,ID00858,0
858,ID00859,0
859,ID00860,0
860,ID00861,0
861,ID00862,0
862,ID00863,0
863,ID00864,0
864,ID00865,0
865,ID00866,1
866,ID00867,0
867,ID00868,0
868,ID00869,1
869,ID00870,1
870,ID00871,0
871,ID00872,0
872,ID00873,0
873,ID00874,0
874,ID00875,0
875,ID00876,0
876,ID00877,0
877,ID00878,0
878,ID00879,0
879,ID00880,0
880,ID00881,0
881,ID00882,0
882,ID00883,0
883,ID00884,1
884,ID00885,0
885,ID00886,0
886,ID00887,0
887,ID00888,0
888,ID00889,0
889,ID00890,0
890,ID00891,0
891,ID00892,0
892,ID00893,0
893,ID00894,0
894,ID00895,0
895,ID00896,0
896,ID00897,0
897,ID00898,0
898,ID00899,0
899,ID00900,0
900,ID00901,0
901,ID00902,0
902,ID00903,0
903,ID00904,0
904,ID00905,0
905,ID00906,0
906,ID00907,0
907,ID00908,1
908,ID00909,0
909,ID00910,0
910,ID00911,0
911,ID00912,0
912,ID00913,0
913,ID00914,0
914,ID00915,0
915,ID00916,0
916,ID00917,0
917,ID00918,0
918,ID00919,1
919,ID00920,0
920,ID00921,0
921,ID00922,0
922,ID00923,0
923,ID00924,0
924,ID00925,0
925,ID00926,0
926,ID00927,0
927,ID00928,0
928,ID00929,0
929,ID00930,0
930,ID00931,0
931,ID00932,0
932,ID00933,0
933,ID00934,0
934,ID00935,0
935,ID00936,0
936,ID00937,0
937,ID00938,0
938,ID00939,0
939,ID00940,0
940,ID00941,1
941,ID00942,0
942,ID00943,1
943,ID00944,1
944,ID00945,0
945,ID00946,0
946,ID00947,0
947,ID00948,0
948,ID00949,0
949,ID00950,0
950,ID00951,0
951,ID00952,0
952,ID00953,0
953,ID00954,0
954,ID00955,0
955,ID00956,0
956,ID00957,0
957,ID00958,0
958,ID00959,0
959,ID00960,0
960,ID00961,0
961,ID00962,1
962,ID00963,0
963,ID00964,0
964,ID00965,0
965,ID00966,0
966,ID00967,0
967,ID00968,0
968,ID00969,0
969,ID00970,0
970,ID00971,0
971,ID00972,0
972,ID00973,0
973,ID00974,0
974,ID00975,0
975,ID00976,0
976,ID00977,0
977,ID00978,0
978,ID00979,0
979,ID00980,0
980,ID00981,0
981,ID00982,1
982,ID00983,0
983,ID00984,0
984,ID00985,0
985,ID00986,0
986,ID00987,0
987,ID00988,0
988,ID00989,0
989,ID00990,0
990,ID00991,0
991,ID00992,0
992,ID00993,0
993,ID00994,1
994,ID00995,0
995,ID00996,0
996,ID00997,0
997,ID00998,1
998,ID00999,0
999,ID01000,0
1000,ID01001,0
1001,ID01002,0
1002,ID01003,0
1003,ID01004,0
1004,ID01005,0
1005,ID01006,0
1006,ID01007,0
1007,ID01008,1
1008,ID01009,0
1009,ID01010,0
1010,ID01011,0
1011,ID01012,0
1012,ID01013,0
1013,ID01014,0
1014,ID01015,0
1015,ID01016,0
1016,ID01017,0
1017,ID01018,0
1018,ID01019,0
1019,ID01020,0
1020,ID01021,0
1021,ID01022,0
1022,ID01023,0
1023,ID01024,0
1024,ID01025,0
1025,ID01026,0
1026,ID01027,0
1027,ID01028,0
1028,ID01029,0
1029,ID01030,0
1030,ID01031,0
1031,ID01032,0
1032,ID01033,0
1033,ID01034,0
1034,ID01035,0
1035,ID01036,0
1036,ID01037,0
1037,ID01038,0
1038,ID01039,0
1039,ID01040,0
1040,ID01041,0
1041,ID01042,0
1042,ID01043,0
1043,ID01044,0
1044,ID01045,0
1045,ID01046,0
1046,ID01047,0
1047,ID01048,0
1048,ID01049,0
1049,ID01050,0
1050,ID01051,0
1051,ID01052,0
1052,ID01053,0
1053,ID01054,0
1054,ID01055,0
1055,ID01056,0
1056,ID01057,0
1057,ID01058,0
1058,ID01059,0
1059,ID01060,0
1060,ID01061,0
1061,ID01062,0
1062,ID01063,0
1063,ID01064,0
1064,ID01065,0
1065,ID01066,0
1066,ID01067,0
1067,ID01068,0
1068,ID01069,0
1069,ID01070,0
1070,ID01071,0
1071,ID01072,0
1072,ID01073,0
1073,ID01074,0
1074,ID01075,0
1075,ID01076,0
1076,ID01077,0
1077,ID01078,0
1078,ID01079,0
1079,ID01080,0
1080,ID01081,0
1081,ID01082,0
1082,ID01083,0
1083,ID01084,0
1084,ID01085,0
1085,ID01086,0
1086,ID01087,0
1087,ID01088,0
1088,ID01089,0
1089,ID01090,0
1090,ID01091,0
1091,ID01092,0
1092,ID01093,0
1093,ID01094,0
1094,ID01095,0
1095,ID01096,0
1096,ID01097,0
1097,ID01098,0
1098,ID01099,0
1099,ID01100,0
1100,ID01101,0
1101,ID01102,0
1102,ID01103,0
1103,ID01104,0
1104,ID01105,0
1105,ID01106,0
1106,ID01107,0
1107,ID01108,0
1108,ID01109,0
1109,ID01110,0
1110,ID01111,0
1111,ID01112,0
1112,ID01113,0
1113,ID01114,0
1114,ID01115,0
1115,ID01116,0
1116,ID01117,0
1117,ID01118,0
1118,ID01119,1
1119,ID01120,0
1120,ID01121,0
1121,ID01122,0
1122,ID01123,0
1123,ID01124,0
1124,ID01125,0
1125,ID01126,0
1126,ID01127,0
1127,ID01128,0
1128,ID01129,0
1129,ID01130,0
1130,ID01131,0
1131,ID01132,0
1132,ID01133,0
1133,ID01134,0
1134,ID01135,0
1135,ID01136,0
1136,ID01137,0
1137,ID01138,0
1138,ID01139,0
1139,ID01140,0
1140,ID01141,0
1141,ID01142,0
1142,ID01143,0
1143,ID01144,0
1144,ID01145,0
1145,ID01146,0
1146,ID01147,0
1147,ID01148,0
1148,ID01149,0
1149,ID01150,0
1150,ID01151,0
1151,ID01152,0
1152,ID01153,0
1153,ID01154,0
1154,ID01155,0
1155,ID01156,0
1156,ID01157,0
1157,ID01158,0
1158,ID01159,1
1159,ID01160,0
1160,ID01161,0
1161,ID01162,0
1162,ID01163,0
1163,ID01164,0
1164,ID01165,0
1165,ID01166,1
1166,ID01167,0
1167,ID01168,0
1168,ID01169,0
1169,ID01170,0
1170,ID01171,0
1171,ID01172,0
1172,ID01173,0
1173,ID01174,0
1174,ID01175,0
1175,ID01176,0
1176,ID01177,0
1177,ID01178,0
1178,ID01179,0
1179,ID01180,0
1180,ID01181,0
1181,ID01182,0
1182,ID01183,0
1183,ID01184,0
1184,ID01185,0
1185,ID01186,0
1186,ID01187,0
1187,ID01188,0
1188,ID01189,0
1189,ID01190,0
1190,ID01191,0
1191,ID01192,1
1192,ID01193,0
1193,ID01194,0
1194,ID01195,0
1195,ID01196,0
1196,ID01197,0
1197,ID01198,0
1198,ID01199,0
1199,ID01200,0
1200,ID01201,0
1201,ID01202,0
1202,ID01203,0
1203,ID01204,0
1204,ID01205,0
1205,ID01206,0
1206,ID01207,0
1207,ID01208,0
1208,ID01209,0
1209,ID01210,0
1210,ID01211,0
1211,ID01212,0
1212,ID01213,0
1213,ID01214,0
1214,ID01215,0
1215,ID01216,0
1216,ID01217,0
1217,ID01218,0
1218,ID01219,0
1219,ID01220,0
1220,ID01221,0
1221,ID01222,0
1222,ID01223,0
1223,ID01224,0
1224,ID01225,0
1225,ID01226,0
1226,ID01227,0
1227,ID01228,0
1228,ID01229,0
1229,ID01230,0
1230,ID01231,0
1231,ID01232,0
1232,ID01233,0
1233,ID01234,0
1234,ID01235,0
1235,ID01236,0
1236,ID01237,0
1237,ID01238,0
1238,ID01239,1
1239,ID01240,0
1240,ID01241,0
1241,ID01242,0
1242,ID01243,0
1243,ID01244,0
1244,ID01245,0
1245,ID01246,0
1246,ID01247,0
1247,ID01248,0
1248,ID01249,0
1249,ID01250,0
1250,ID01251,0
1251,ID01252,0
1252,ID01253,0
1253,ID01254,0
1254,ID01255,0
1255,ID01256,1
1256,ID01257,0
1257,ID01258,0
1258,ID01259,0
1259,ID01260,0
1260,ID01261,0
1261,ID01262,0
1262,ID01263,0
1263,ID01264,0
1264,ID01265,0
1265,ID01266,0
1266,ID01267,0
1267,ID01268,0
1268,ID01269,0
1269,ID01270,0
1270,ID01271,1
1271,ID01272,0
1272,ID01273,0
1273,ID01274,0
1274,ID01275,0
1275,ID01276,0
1276,ID01277,0
1277,ID01278,0
1278,ID01279,0
1279,ID01280,0
1280,ID01281,0
1281,ID01282,0
1282,ID01283,0
1283,ID01284,0
1284,ID01285,0
1285,ID01286,0
1286,ID01287,0
1287,ID01288,0
1288,ID01289,0
1289,ID01290,0
1290,ID01291,0
1291,ID01292,0
1292,ID01293,0
1293,ID01294,0
1294,ID01295,0
1295,ID01296,0
1296,ID01297,0
1297,ID01298,1
1298,ID01299,0
1299,ID01300,0
1300,ID01301,0
1301,ID01302,0
1302,ID01303,0
1303,ID01304,0
1304,ID01305,0
1305,ID01306,0
1306,ID01307,0
1307,ID01308,0
1308,ID01309,0
1309,ID01310,0
1310,ID01311,0
1311,ID01312,0
1312,ID01313,0
1313,ID01314,0
1314,ID01315,0
1315,ID01316,0
1316,ID01317,0
1317,ID01318,0
1318,ID01319,0
1319,ID01320,0
1320,ID01321,0
1321,ID01322,0
1322,ID01323,0
1323,ID01324,0
1324,ID01325,0
1325,ID01326,0
1326,ID01327,0
1327,ID01328,0
1328,ID01329,0
1329,ID01330,0
1330,ID01331,1
1331,ID01332,0
1332,ID01333,0
1333,ID01334,0
1334,ID01335,0
1335,ID01336,1
1336,ID01337,0
1337,ID01338,1
1338,ID01339,0
1339,ID01340,0
1340,ID01341,0
1341,ID01342,0
1342,ID01343,0
1343,ID01344,0
1344,ID01345,0
1345,ID01346,0
1346,ID01347,0
1347,ID01348,0
1348,ID01349,0
1349,ID01350,0
1350,ID01351,0
1351,ID01352,1
1352,ID01353,0
1353,ID01354,0
1354,ID01355,0
1355,ID01356,0
1356,ID01357,0
1357,ID01358,1
1358,ID01359,0
1359,ID01360,1
1360,ID01361,0
1361,ID01362,0
1362,ID01363,0
1363,ID01364,0
1364,ID01365,0
1365,ID01366,0
1366,ID01367,0
1367,ID01368,0
1368,ID01369,0
1369,ID01370,0
1370,ID01371,0
1371,ID01372,0
1372,ID01373,0
1373,ID01374,0
1374,ID01375,0
1375,ID01376,0
1376,ID01377,0
1377,ID01378,0
1378,ID01379,0
1379,ID01380,0
1380,ID01381,0
1381,ID01382,0
1382,ID01383,0
1383,ID01384,0
1384,ID01385,0
1385,ID01386,1
1386,ID01387,0
1387,ID01388,0
1388,ID01389,0
1389,ID01390,1
1390,ID01391,0
1391,ID01392,0
1392,ID01393,0
1393,ID01394,0
1394,ID01395,0
1395,ID01396,0
1396,ID01397,0
1397,ID01398,0
1398,ID01399,0
1399,ID01400,0
1400,ID01401,0
1401,ID01402,0
1402,ID01403,0
1403,ID01404,0
1404,ID01405,0
1405,ID01406,0
1406,ID01407,0
1407,ID01408,0
1408,ID01409,0
1409,ID01410,0
1410,ID01411,0
1411,ID01412,0
1412,ID01413,0
1413,ID01414,0
1414,ID01415,0
1415,ID01416,0
1416,ID01417,0
1417,ID01418,0
1418,ID01419,0
1419,ID01420,0
1420,ID01421,0
1421,ID01422,0
1422,ID01423,0
1423,ID01424,0
1424,ID01425,1
1425,ID01426,0
1426,ID01427,0
1427,ID01428,0
1428,ID01429,0
1429,ID01430,0
1430,ID01431,0
1431,ID01432,0
1432,ID01433,0
1433,ID01434,0
1434,ID01435,0
1435,ID01436,0
1436,ID01437,0
1437,ID01438,0
1438,ID01439,0
1439,ID01440,0
1440,ID01441,0
1441,ID01442,0
1442,ID01443,0
1443,ID01444,0
1444,ID01445,0
1445,ID01446,0
1446,ID01447,0
1447,ID01448,0
1448,ID01449,0
1449,ID01450,0
1450,ID01451,0
1451,ID01452,0
1452,ID01453,0
1453,ID01454,0
1454,ID01455,0
1455,ID01456,0
1456,ID01457,0
1457,ID01458,1
1458,ID01459,0
1459,ID01460,0
1460,ID01461,0
1461,ID01462,0
1462,ID01463,0
1463,ID01464,0
1464,ID01465,1
1465,ID01466,0
1466,ID01467,0
1467,ID01468,1
1468,ID01469,0
1469,ID01470,0
1470,ID01471,1
1471,ID01472,0
1472,ID01473,0
1473,ID01474,0
1474,ID01475,0
1475,ID01476,0
1476,ID01477,0
1477,ID01478,0
1478,ID01479,0
1479,ID01480,0
1480,ID01481,0
1481,ID01482,0
1482,ID01483,0
1483,ID01484,0
1484,ID01485,0
1485,ID01486,0
1486,ID01487,0
1487,ID01488,0
1488,ID01489,0
1489,ID01490,1
1490,ID01491,0
1491,ID01492,0
1492,ID01493,0
1493,ID01494,0
1494,ID01495,0
1495,ID01496,0
1496,ID01497,0
